timestamp,open,high,low,close,volume
2025-11-12 04:00:00+00:00,103214.9,103418.8,102976.1,103205.6,1137.2459
2025-11-12 05:00:00+00:00,103205.6,103430.1,103189.4,103350.0,918.52
2025-11-12 06:00:00+00:00,103350.0,103611.9,103296.0,103306.2,1468.1128
2025-11-12 07:00:00+00:00,103306.1,103491.4,103000.0,103072.3,1461.2873
2025-11-12 08:00:00+00:00,103072.3,104188.0,103072.3,104101.1,4253.0538
2025-11-12 09:00:00+00:00,104101.2,105100.0,104093.4,104480.0,7780.7029
2025-11-12 10:00:00+00:00,104480.0,105011.7,104480.0,104858.0,2281.5148
2025-11-12 11:00:00+00:00,104858.0,105167.0,104688.1,104982.8,2160.4951
2025-11-12 12:00:00+00:00,104982.8,105293.2,104774.4,104949.4,2782.5835
2025-11-12 13:00:00+00:00,104949.4,105146.9,104567.2,104999.9,2644.0369
2025-11-12 14:00:00+00:00,104999.9,104999.9,103542.6,103948.1,7514.1116
2025-11-12 15:00:00+00:00,103948.1,104271.5,101902.5,102123.2,10371.2536
2025-11-12 16:00:00+00:00,102123.2,102246.2,101250.0,101388.7,9204.551
2025-11-12 17:00:00+00:00,101388.8,102134.7,101360.6,101691.1,3742.9636
2025-11-12 18:00:00+00:00,101691.1,101906.2,101362.1,101485.4,2201.5059
2025-11-12 19:00:00+00:00,101485.4,101519.7,100688.7,101240.9,4299.5709
2025-11-12 20:00:00+00:00,101240.9,101796.7,101080.0,101486.7,1997.2728
2025-11-12 21:00:00+00:00,101486.7,101866.7,101464.8,101866.6,1247.7676
2025-11-12 22:00:00+00:00,101866.6,101947.8,101386.9,101928.1,1171.3339
2025-11-12 23:00:00+00:00,101928.0,101946.2,101422.0,101607.9,1389.4747
2025-11-13 00:00:00+00:00,101608.0,102000.0,101410.5,101815.4,1484.4628
2025-11-13 01:00:00+00:00,101815.3,102571.7,101783.9,101959.7,3981.5231
2025-11-13 02:00:00+00:00,101959.6,102288.0,101917.2,102000.0,1255.1985
