ts,open,high,low,close,volume
2025-10-12 13:02:00+00:00,111600.1,111631.9,111600.0,111608.7,19.4647
2025-10-12 13:03:00+00:00,111608.8,111608.8,111580.2,111604.9,15.5923
2025-10-12 13:04:00+00:00,111605.0,111649.5,111604.9,111649.5,24.1454
2025-10-12 13:05:00+00:00,111649.5,111669.9,111625.1,111625.1,18.2277
2025-10-12 13:06:00+00:00,111625.2,111634.0,111555.0,111633.9,51.7456
2025-10-12 13:07:00+00:00,111634.0,111665.0,111625.2,111634.9,10.4958
2025-10-12 13:08:00+00:00,111634.9,111745.3,111634.9,111745.3,23.9727
2025-10-12 13:09:00+00:00,111745.2,111745.3,111704.9,111712.8,22.7713
2025-10-12 13:10:00+00:00,111712.8,111810.0,111706.2,111804.7,34.3187
2025-10-12 13:11:00+00:00,111804.7,111866.7,111804.6,111859.9,26.9439
2025-10-12 13:12:00+00:00,111860.0,111866.7,111834.9,111866.6,23.7774
2025-10-12 13:13:00+00:00,111866.6,111887.9,111838.2,111838.2,33.3303
2025-10-12 13:14:00+00:00,111838.2,111868.4,111825.6,111860.4,27.8034
2025-10-12 13:15:00+00:00,111860.4,111878.9,111842.9,111870.5,16.6922
2025-10-12 13:16:00+00:00,111870.5,111870.6,111811.6,111811.6,23.9039
2025-10-12 13:17:00+00:00,111811.7,111811.7,111730.0,111730.0,25.0283
2025-10-12 13:18:00+00:00,111730.1,111753.9,111700.1,111743.6,12.7255
2025-10-12 13:19:00+00:00,111743.5,111743.5,111705.0,111716.6,36.6245
2025-10-12 13:20:00+00:00,111716.6,111719.0,111669.2,111669.2,17.6495
2025-10-12 13:21:00+00:00,111669.3,111674.2,111585.0,111585.0,26.509
2025-10-12 13:22:00+00:00,111585.1,111585.1,111506.0,111543.1,47.5789
2025-10-12 13:23:00+00:00,111543.0,111597.3,111527.0,111561.4,19.2583
2025-10-12 13:24:00+00:00,111561.4,111642.7,111561.3,111600.3,24.7877
2025-10-12 13:25:00+00:00,111600.1,111637.4,111591.1,111591.1,28.9008
2025-10-12 13:26:00+00:00,111591.1,111610.6,111561.4,111561.4,41.0784
2025-10-12 13:27:00+00:00,111561.5,111609.6,111506.1,111574.4,42.7812
2025-10-12 13:28:00+00:00,111574.4,111590.4,111567.9,111579.0,20.6628
2025-10-12 13:29:00+00:00,111579.1,111647.7,111579.0,111625.3,42.0518
2025-10-12 13:30:00+00:00,111625.3,111641.0,111500.0,111527.1,45.6602
2025-10-12 13:31:00+00:00,111527.1,111527.2,111461.3,111505.2,63.1437
2025-10-12 13:32:00+00:00,111505.1,111506.2,111388.0,111407.6,68.1656
2025-10-12 13:33:00+00:00,111407.6,111558.3,111340.0,111530.0,139.7965
2025-10-12 13:34:00+00:00,111530.1,111578.0,111486.0,111574.1,59.8207
2025-10-12 13:35:00+00:00,111574.1,111600.0,111478.0,111600.0,45.65
2025-10-12 13:36:00+00:00,111599.9,111676.2,111588.5,111632.0,43.4071
2025-10-12 13:37:00+00:00,111632.0,111667.3,111605.3,111613.2,14.4534
2025-10-12 13:38:00+00:00,111613.1,111654.8,111613.1,111613.2,17.1622
2025-10-12 13:39:00+00:00,111613.2,111657.7,111585.1,111657.6,23.8194
2025-10-12 13:40:00+00:00,111657.7,111660.8,111576.5,111642.2,34.8385
2025-10-12 13:41:00+00:00,111642.2,111694.4,111633.7,111661.9,20.4902
2025-10-12 13:42:00+00:00,111661.9,111728.0,111661.9,111708.2,42.3704
2025-10-12 13:43:00+00:00,111709.2,111724.4,111700.7,111713.6,15.0969
2025-10-12 13:44:00+00:00,111713.5,111755.0,111706.0,111754.2,42.8861
2025-10-12 13:45:00+00:00,111754.2,111774.4,111512.8,111512.9,115.7018
2025-10-12 13:46:00+00:00,111512.8,111517.6,111392.5,111469.9,63.1521
2025-10-12 13:47:00+00:00,111469.9,111469.9,111351.0,111411.3,47.5927
2025-10-12 13:48:00+00:00,111411.3,111448.0,111409.2,111426.9,19.3633
2025-10-12 13:49:00+00:00,111426.9,111453.2,111305.5,111353.0,75.3029
2025-10-12 13:50:00+00:00,111353.0,111437.1,111323.1,111409.6,48.5007
2025-10-12 13:51:00+00:00,111409.6,111426.6,111368.4,111414.5,28.3481
2025-10-12 13:52:00+00:00,111414.5,111450.0,111400.0,111412.1,18.428
2025-10-12 13:53:00+00:00,111412.1,111470.0,111386.5,111421.8,14.3833
2025-10-12 13:54:00+00:00,111421.8,111421.8,111368.5,111374.7,47.3355
2025-10-12 13:55:00+00:00,111374.7,111374.7,111288.0,111318.4,84.8899
2025-10-12 13:56:00+00:00,111318.3,111335.4,111234.7,111315.0,92.5115
2025-10-12 13:57:00+00:00,111315.0,111382.0,111290.9,111367.5,33.8817
2025-10-12 13:58:00+00:00,111367.5,111380.2,111212.0,111246.0,63.8646
2025-10-12 13:59:00+00:00,111246.0,111246.0,111181.6,111246.0,73.8474
2025-10-12 14:00:00+00:00,111245.9,111267.5,111168.3,111226.7,124.2601
2025-10-12 14:01:00+00:00,111226.7,111249.0,111150.0,111249.0,51.8187
2025-10-12 14:02:00+00:00,111249.0,111366.9,111248.9,111339.2,41.7107
2025-10-12 14:03:00+00:00,111339.1,111408.7,111327.6,111364.4,24.8008
2025-10-12 14:04:00+00:00,111365.4,111397.2,111337.9,111373.1,29.1207
2025-10-12 14:05:00+00:00,111373.1,111446.8,111373.1,111435.8,20.1657
2025-10-12 14:06:00+00:00,111435.8,111456.6,111337.9,111398.4,48.5081
2025-10-12 14:07:00+00:00,111399.2,111425.6,111371.8,111425.6,14.9577
2025-10-12 14:08:00+00:00,111425.5,111425.6,111339.7,111339.8,24.6385
2025-10-12 14:09:00+00:00,111339.8,111378.6,111302.3,111315.1,26.7666
2025-10-12 14:10:00+00:00,111315.1,111344.6,111308.1,111309.1,39.597
2025-10-12 14:11:00+00:00,111309.0,111344.0,111309.0,111323.6,18.4696
2025-10-12 14:12:00+00:00,111323.7,111424.9,111323.6,111404.1,66.9306
2025-10-12 14:13:00+00:00,111404.2,111404.2,111361.9,111366.6,18.8391
2025-10-12 14:14:00+00:00,111366.7,111395.6,111358.1,111375.1,10.9394
2025-10-12 14:15:00+00:00,111375.1,111456.9,111366.1,111388.1,33.1172
2025-10-12 14:16:00+00:00,111388.1,111397.8,111273.7,111273.7,42.4485
2025-10-12 14:17:00+00:00,111273.6,111426.7,111273.6,111426.7,33.5887
2025-10-12 14:18:00+00:00,111426.7,111497.7,111426.6,111471.5,31.2786
2025-10-12 14:19:00+00:00,111471.5,111484.0,111410.8,111410.8,23.6518
2025-10-12 14:20:00+00:00,111410.9,111434.5,111280.0,111333.1,19.6093
2025-10-12 14:21:00+00:00,111333.2,111346.0,111269.6,111310.9,42.0605
2025-10-12 14:22:00+00:00,111311.0,111410.1,111311.0,111410.1,27.5638
2025-10-12 14:23:00+00:00,111410.1,111440.0,111405.7,111440.0,20.7974
2025-10-12 14:24:00+00:00,111440.0,111442.7,111409.1,111414.4,23.5756
2025-10-12 14:25:00+00:00,111414.0,111440.6,111395.4,111395.5,12.857
2025-10-12 14:26:00+00:00,111395.5,111395.5,111378.0,111381.5,13.7367
2025-10-12 14:27:00+00:00,111381.6,111417.7,111360.3,111417.7,22.4655
2025-10-12 14:28:00+00:00,111417.7,111446.0,111400.0,111405.5,30.394
2025-10-12 14:29:00+00:00,111405.6,111442.6,111405.5,111419.0,8.7118
2025-10-12 14:30:00+00:00,111419.0,111447.3,111392.9,111393.0,15.838
2025-10-12 14:31:00+00:00,111392.9,111437.0,111392.9,111392.9,16.6817
2025-10-12 14:32:00+00:00,111393.0,111393.0,111300.0,111300.1,41.4895
2025-10-12 14:33:00+00:00,111300.0,111355.0,111272.6,111343.1,53.4757
2025-10-12 14:34:00+00:00,111343.1,111401.1,111308.8,111309.8,40.1923
2025-10-12 14:35:00+00:00,111308.9,111385.0,111308.9,111372.1,23.5833
2025-10-12 14:36:00+00:00,111372.1,111385.0,111356.9,111366.1,24.5247
2025-10-12 14:37:00+00:00,111366.1,111425.0,111323.2,111323.2,19.5924
2025-10-12 14:38:00+00:00,111323.2,111341.0,111213.0,111231.8,32.0955
2025-10-12 14:39:00+00:00,111231.8,111231.8,111180.0,111205.7,44.9917
2025-10-12 14:40:00+00:00,111205.6,111212.3,111131.4,111159.1,34.541
2025-10-12 14:41:00+00:00,111159.0,111225.0,111155.3,111217.6,45.4116
2025-10-12 14:42:00+00:00,111217.0,111234.6,111180.0,111216.2,21.1004
2025-10-12 14:43:00+00:00,111216.3,111273.5,111216.3,111216.8,20.4648
2025-10-12 14:44:00+00:00,111216.8,111356.5,111216.7,111352.4,22.2297
2025-10-12 14:45:00+00:00,111352.4,111400.0,111311.2,111400.0,64.5764
2025-10-12 14:46:00+00:00,111400.0,111731.3,111337.6,111630.0,475.8011
2025-10-12 14:47:00+00:00,111630.0,112110.1,111539.0,111967.1,507.8884
2025-10-12 14:48:00+00:00,111967.1,112229.7,111946.7,112219.3,741.1732
2025-10-12 14:49:00+00:00,112219.4,112381.5,111892.5,112065.0,594.6691
2025-10-12 14:50:00+00:00,112064.9,112123.8,111892.0,112030.7,279.6936
2025-10-12 14:51:00+00:00,112030.8,112799.7,112030.8,112768.4,1064.3265
2025-10-12 14:52:00+00:00,112768.4,112967.4,112565.4,112793.6,708.1475
2025-10-12 14:53:00+00:00,112793.7,112851.6,112444.1,112469.3,427.2678
2025-10-12 14:54:00+00:00,112469.2,112921.5,112403.9,112904.9,351.0346
2025-10-12 14:55:00+00:00,112904.3,112923.0,112625.7,112770.1,346.2645
2025-10-12 14:56:00+00:00,112770.1,112936.5,112656.6,112750.0,606.8984
2025-10-12 14:57:00+00:00,112749.3,112790.3,112532.0,112711.9,269.1521
2025-10-12 14:58:00+00:00,112712.0,112800.0,111919.7,112168.8,672.9167
2025-10-12 14:59:00+00:00,112168.7,112339.1,112125.6,112312.4,367.0575
2025-10-12 15:00:00+00:00,112312.3,112383.0,112033.4,112300.2,356.6137
2025-10-12 15:01:00+00:00,112300.2,112460.8,112294.7,112460.8,240.2134
2025-10-12 15:02:00+00:00,112460.7,112539.6,112387.5,112534.9,175.1624
2025-10-12 15:03:00+00:00,112534.9,112713.5,112448.9,112660.0,131.8156
2025-10-12 15:04:00+00:00,112660.0,112775.8,112624.8,112775.8,167.7281
2025-10-12 15:05:00+00:00,112775.8,113348.7,112704.1,113266.8,733.7799
2025-10-12 15:06:00+00:00,113266.7,113340.8,113106.3,113164.4,707.5259
2025-10-12 15:07:00+00:00,113164.4,113305.6,112969.3,113065.6,516.9907
2025-10-12 15:08:00+00:00,113064.9,113117.4,112745.0,112800.0,340.1326
2025-10-12 15:09:00+00:00,112800.0,112917.4,112723.7,112838.1,179.9794
2025-10-12 15:10:00+00:00,112838.1,112996.8,112750.1,112848.4,207.8072
2025-10-12 15:11:00+00:00,112848.5,112892.9,112732.1,112818.0,146.922
2025-10-12 15:12:00+00:00,112818.0,112914.7,112638.0,112876.8,147.1318
2025-10-12 15:13:00+00:00,112876.8,113172.7,112856.1,113147.1,231.6481
2025-10-12 15:14:00+00:00,113147.1,113190.0,113006.6,113168.4,137.3962
2025-10-12 15:15:00+00:00,113168.5,113203.3,112900.0,112915.4,158.9779
2025-10-12 15:16:00+00:00,112915.5,113189.4,112900.4,113089.0,158.28
2025-10-12 15:17:00+00:00,113089.1,113292.9,113089.1,113286.7,133.6498
2025-10-12 15:18:00+00:00,113286.8,113556.3,113265.7,113366.9,334.3785
2025-10-12 15:19:00+00:00,113366.9,113707.4,113326.0,113629.2,435.288
2025-10-12 15:20:00+00:00,113629.2,113680.0,113400.0,113400.1,268.0993
2025-10-12 15:21:00+00:00,113400.0,113522.6,113293.5,113380.1,161.4073
2025-10-12 15:22:00+00:00,113380.0,113391.5,113197.5,113224.9,178.875
2025-10-12 15:23:00+00:00,113225.0,113258.0,113123.8,113164.9,269.1961
2025-10-12 15:24:00+00:00,113164.8,113547.3,113155.0,113499.8,95.4415
2025-10-12 15:25:00+00:00,113499.7,113499.8,113232.2,113268.7,248.9425
2025-10-12 15:26:00+00:00,113268.6,113268.6,113121.4,113121.5,80.8179
2025-10-12 15:27:00+00:00,113121.4,113121.5,112855.0,113026.9,306.8315
2025-10-12 15:28:00+00:00,113027.0,113137.2,112999.8,113116.5,67.3795
2025-10-12 15:29:00+00:00,113116.5,113166.8,113100.0,113142.1,88.1072
2025-10-12 15:30:00+00:00,113142.0,113148.3,112815.8,112963.5,231.9682
2025-10-12 15:31:00+00:00,112963.5,113040.6,112845.8,113013.7,147.7099
2025-10-12 15:32:00+00:00,113013.7,113013.8,112572.9,112646.3,323.9854
2025-10-12 15:33:00+00:00,112646.2,112866.3,112572.4,112860.9,268.0182
2025-10-12 15:34:00+00:00,112860.8,112913.2,112618.0,112655.4,161.7133
2025-10-12 15:35:00+00:00,112655.3,112690.0,112363.6,112456.0,410.253
2025-10-12 15:36:00+00:00,112455.8,112610.0,112363.7,112479.3,185.7323
2025-10-12 15:37:00+00:00,112479.2,112693.4,112454.1,112666.7,89.9011
2025-10-12 15:38:00+00:00,112666.7,112736.3,112600.0,112734.1,158.719
2025-10-12 15:39:00+00:00,112734.0,112789.9,112605.8,112616.4,134.9464
2025-10-12 15:40:00+00:00,112616.7,112685.0,112523.4,112682.9,106.4107
2025-10-12 15:41:00+00:00,112682.9,112691.7,112453.0,112482.5,229.5224
2025-10-12 15:42:00+00:00,112482.4,112630.2,112462.8,112630.2,73.5875
2025-10-12 15:43:00+00:00,112630.5,112750.0,112583.1,112743.8,76.8894
2025-10-12 15:44:00+00:00,112743.7,112756.4,112625.1,112625.2,55.616
2025-10-12 15:45:00+00:00,112625.2,112881.8,112625.1,112881.8,105.579
2025-10-12 15:46:00+00:00,112881.8,112983.9,112716.9,112846.2,353.514
2025-10-12 15:47:00+00:00,112846.1,112871.7,112750.0,112820.6,30.0265
2025-10-12 15:48:00+00:00,112820.5,112938.9,112765.9,112774.1,62.7312
2025-10-12 15:49:00+00:00,112774.1,113015.8,112774.1,112972.1,190.0158
2025-10-12 15:50:00+00:00,112974.3,113106.3,112958.7,113042.9,180.445
2025-10-12 15:51:00+00:00,113042.9,113150.0,113042.9,113101.2,74.6904
2025-10-12 15:52:00+00:00,113101.2,113101.3,112987.0,113054.0,198.0414
2025-10-12 15:53:00+00:00,113054.0,113180.0,113053.9,113114.0,130.2503
2025-10-12 15:54:00+00:00,113114.1,113199.0,113099.8,113193.2,75.9778
2025-10-12 15:55:00+00:00,113193.3,113232.8,113087.3,113098.0,187.3176
2025-10-12 15:56:00+00:00,113097.9,113181.5,113048.5,113093.0,70.7546
2025-10-12 15:57:00+00:00,113093.0,113271.5,113081.6,113244.0,41.6622
2025-10-12 15:58:00+00:00,113244.1,113261.0,113143.8,113215.0,253.1338
2025-10-12 15:59:00+00:00,113214.9,113215.0,113150.0,113168.9,105.4079
2025-10-12 16:00:00+00:00,113168.8,113310.4,113168.8,113307.7,56.4868
2025-10-12 16:01:00+00:00,113307.7,113499.0,113297.2,113409.4,283.4695
2025-10-12 16:02:00+00:00,113409.4,113660.9,113409.4,113626.7,290.1585
2025-10-12 16:03:00+00:00,113626.7,113769.9,113583.7,113729.9,272.5751
2025-10-12 16:04:00+00:00,113729.5,113933.2,113588.0,113865.3,333.4032
2025-10-12 16:05:00+00:00,113865.2,114137.6,113704.4,113948.7,700.0776
2025-10-12 16:06:00+00:00,113948.5,114288.0,113918.8,114175.8,369.022
2025-10-12 16:07:00+00:00,114175.9,114253.7,113808.0,113833.7,289.6235
2025-10-12 16:08:00+00:00,113833.7,114011.1,113833.7,113911.1,201.3228
2025-10-12 16:09:00+00:00,113911.0,113973.0,113722.0,113762.6,336.3978
2025-10-12 16:10:00+00:00,113762.6,113897.9,113569.3,113661.8,202.536
2025-10-12 16:11:00+00:00,113661.8,113800.0,113508.7,113670.6,261.9462
2025-10-12 16:12:00+00:00,113670.6,113879.3,113629.4,113818.5,145.2626
2025-10-12 16:13:00+00:00,113818.5,114011.1,113818.4,113897.9,241.2774
2025-10-12 16:14:00+00:00,113897.9,113955.1,113839.6,113847.5,70.5279
2025-10-12 16:15:00+00:00,113847.5,113881.7,113650.0,113723.4,113.2477
2025-10-12 16:16:00+00:00,113723.5,113796.0,113610.0,113790.5,90.9948
2025-10-12 16:17:00+00:00,113790.5,113808.8,113639.3,113651.4,65.511
2025-10-12 16:18:00+00:00,113651.4,113745.7,113565.0,113616.0,59.7183
2025-10-12 16:19:00+00:00,113618.0,113664.1,113505.1,113604.8,71.0343
2025-10-12 16:20:00+00:00,113604.8,113764.3,113550.9,113710.6,398.5891
2025-10-12 16:21:00+00:00,113710.6,113766.6,113623.0,113680.8,63.0381
2025-10-12 16:22:00+00:00,113680.7,113733.2,113632.4,113670.8,80.3837
2025-10-12 16:23:00+00:00,113670.8,113713.2,113560.1,113609.5,47.3084
2025-10-12 16:24:00+00:00,113609.4,113699.7,113609.4,113646.1,36.6888
2025-10-12 16:25:00+00:00,113645.9,113737.3,113571.0,113622.2,76.961
2025-10-12 16:26:00+00:00,113622.2,113725.0,113570.0,113570.0,79.8535
2025-10-12 16:27:00+00:00,113569.8,113611.0,113433.7,113486.9,123.283
2025-10-12 16:28:00+00:00,113486.9,113604.7,113448.6,113604.7,61.9432
2025-10-12 16:29:00+00:00,113604.7,113631.1,113574.8,113599.1,51.0249
2025-10-12 16:30:00+00:00,113599.1,113663.8,113475.5,113488.6,47.0046
2025-10-12 16:31:00+00:00,113488.6,113688.9,113488.6,113668.8,52.6992
2025-10-12 16:32:00+00:00,113668.9,113704.0,113588.0,113628.9,48.2529
2025-10-12 16:33:00+00:00,113628.9,113696.0,113602.8,113664.7,45.2225
2025-10-12 16:34:00+00:00,113664.7,113669.9,113594.1,113630.6,21.7681
2025-10-12 16:35:00+00:00,113630.6,113655.7,113558.0,113641.1,79.4289
2025-10-12 16:36:00+00:00,113641.9,113641.9,113480.0,113589.1,61.7348
2025-10-12 16:37:00+00:00,113589.2,113600.0,113320.0,113330.2,132.3684
2025-10-12 16:38:00+00:00,113331.4,113508.0,113310.8,113508.0,113.8368
2025-10-12 16:39:00+00:00,113508.0,113525.5,113426.5,113438.1,35.9826
2025-10-12 16:40:00+00:00,113438.0,113604.7,113426.6,113558.0,50.1489
2025-10-12 16:41:00+00:00,113557.9,113650.0,113535.0,113650.0,59.8618
2025-10-12 16:42:00+00:00,113649.9,113649.9,113495.1,113503.9,61.1867
2025-10-12 16:43:00+00:00,113503.9,113835.4,113463.3,113670.0,155.9491
2025-10-12 16:44:00+00:00,113670.3,114267.9,113670.3,114218.7,429.3598
2025-10-12 16:45:00+00:00,114218.7,114685.8,114182.0,114444.4,998.3174
2025-10-12 16:46:00+00:00,114444.5,114666.0,114261.9,114472.7,393.374
2025-10-12 16:47:00+00:00,114472.7,114631.5,113903.7,113903.8,313.7742
2025-10-12 16:48:00+00:00,113903.8,114227.1,113844.7,114179.8,291.4545
2025-10-12 16:49:00+00:00,114179.6,114232.1,114074.1,114116.9,138.4945
2025-10-12 16:50:00+00:00,114117.0,114185.2,113906.9,113971.6,160.9847
2025-10-12 16:51:00+00:00,113971.6,114116.3,113835.0,114053.0,170.999
2025-10-12 16:52:00+00:00,114053.0,114229.6,114007.1,114101.3,38.3424
2025-10-12 16:53:00+00:00,114101.2,114147.8,114012.8,114012.9,46.1162
2025-10-12 16:54:00+00:00,114012.9,114137.2,114012.0,114100.1,39.0246
2025-10-12 16:55:00+00:00,114100.1,114111.5,113886.3,114033.9,103.2537
2025-10-12 16:56:00+00:00,114033.9,114090.0,113968.2,114072.0,106.3011
2025-10-12 16:57:00+00:00,114072.1,114097.3,113956.2,114062.9,62.9609
2025-10-12 16:58:00+00:00,114062.9,114084.2,113950.0,114017.2,47.1684
2025-10-12 16:59:00+00:00,114017.1,114039.4,113966.0,114028.3,20.283
2025-10-12 17:00:00+00:00,114028.4,114028.4,113803.7,114008.2,96.3113
2025-10-12 17:01:00+00:00,114008.2,114015.0,113926.4,113926.4,39.2868
2025-10-12 17:02:00+00:00,113926.5,114020.0,113851.5,113874.5,107.5451
2025-10-12 17:03:00+00:00,113874.6,113953.1,113821.7,113921.5,75.1918
2025-10-12 17:04:00+00:00,113921.4,114140.0,113891.0,114140.0,110.9669
2025-10-12 17:05:00+00:00,114140.0,114220.6,114061.8,114215.5,119.5722
2025-10-12 17:06:00+00:00,114215.5,114215.5,113919.9,113986.2,95.1247
2025-10-12 17:07:00+00:00,113986.5,114154.3,113978.2,114110.4,25.5879
2025-10-12 17:08:00+00:00,114110.4,114217.0,114107.0,114217.0,36.8176
2025-10-12 17:09:00+00:00,114217.0,114364.8,114192.9,114332.3,141.3724
2025-10-12 17:10:00+00:00,114332.3,114355.7,114190.8,114222.9,77.9256
2025-10-12 17:11:00+00:00,114223.0,114300.0,114180.0,114283.6,45.6975
2025-10-12 17:12:00+00:00,114283.6,114379.9,114267.9,114379.9,42.11
2025-10-12 17:13:00+00:00,114380.0,114404.9,114321.2,114347.4,74.0659
2025-10-12 17:14:00+00:00,114347.4,114383.7,114245.1,114250.1,62.4628
2025-10-12 17:15:00+00:00,114250.1,114394.1,114250.1,114364.6,67.0218
2025-10-12 17:16:00+00:00,114364.7,114369.5,114248.0,114248.0,51.699
2025-10-12 17:17:00+00:00,114248.0,114348.2,114225.5,114325.0,43.3566
2025-10-12 17:18:00+00:00,114325.0,114381.7,114268.5,114370.0,53.0619
2025-10-12 17:19:00+00:00,114369.9,114370.0,114222.4,114315.9,51.6278
2025-10-12 17:20:00+00:00,114315.9,114317.8,114190.0,114317.8,71.3428
2025-10-12 17:21:00+00:00,114317.8,114365.4,114193.8,114310.0,80.8048
2025-10-12 17:22:00+00:00,114310.0,114394.1,114298.4,114385.3,26.8377
2025-10-12 17:23:00+00:00,114385.3,114400.0,114251.3,114281.4,36.1422
2025-10-12 17:24:00+00:00,114281.3,114326.1,114255.0,114290.5,26.8289
2025-10-12 17:25:00+00:00,114290.5,114396.2,114278.2,114356.6,38.2811
2025-10-12 17:26:00+00:00,114357.4,114357.5,114235.0,114235.0,23.1595
2025-10-12 17:27:00+00:00,114235.0,114321.2,114234.5,114321.2,23.9954
2025-10-12 17:28:00+00:00,114321.2,114347.7,114283.3,114317.9,25.3985
2025-10-12 17:29:00+00:00,114318.2,114324.9,114233.2,114282.2,15.3684
2025-10-12 17:30:00+00:00,114282.2,114348.8,114277.0,114309.1,41.9089
2025-10-12 17:31:00+00:00,114309.0,114332.0,114163.5,114188.1,81.6604
2025-10-12 17:32:00+00:00,114188.1,114207.0,114003.5,114003.5,103.075
2025-10-12 17:33:00+00:00,114003.5,114172.9,113960.0,114139.0,114.538
2025-10-12 17:34:00+00:00,114138.9,114176.6,114096.4,114148.1,36.3591
2025-10-12 17:35:00+00:00,114148.1,114221.2,114148.1,114214.2,57.3311
2025-10-12 17:36:00+00:00,114214.1,114214.1,114031.5,114079.3,52.2472
2025-10-12 17:37:00+00:00,114079.3,114094.2,114035.5,114092.4,19.9339
2025-10-12 17:38:00+00:00,114092.4,114199.9,114078.1,114184.0,25.8633
2025-10-12 17:39:00+00:00,114183.4,114225.0,114183.3,114225.0,13.955
2025-10-12 17:40:00+00:00,114225.0,114271.2,114155.7,114229.9,45.7139
2025-10-12 17:41:00+00:00,114229.9,114349.8,114215.9,114317.4,79.1509
